text,labels
"user: AAP there are still better plays. lots of Vapour-ware out there.. AMZN, BBY, NFX, one small wind.. and they are gone!",1
What's larger: Cash on the sidelines waiting for pullback to buy stocks? or Cash on sidelines waiting for an AAP product line refresh?,1
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",1
Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,0
CTIC MYX - keeping close eye on both for volume surges up - don't miss the boat will go fast,1
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",0
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",-1
"Full-year net sales are expected to increase by approximately 10 % , the company said .",1
`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,0
ong setup SM  ,1
The forces fueling 2020â€™s oil bust https://t.co/28JP5GfWLR,-1
"Rupee Edges Lower To 76.43 Against Dollar Amid Coronavirus Crisis
https://t.co/7UCEt57hpb",-1
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,0
"GS JPM XF HOD, they are hungry for stocks out there... SPY",1
"BAC huge spike on AG 17 CAs just now. 10,000 contracts.",1
"GOOG no traction,no vol,  3rd day lower, last option day of the month... flush?",-1
"SWY - running late today, had to run to Safeway and get some coffee (again) - I really should cut back, goal is get to 1 pot a day from 2",1
"US Offers $58 Billion Aid To Airlines As Governments Seek To Avert Bankruptcies
https://t.co/WkgaU0hnEx",1
"RT @YahooFinance: Highlight: For $AAPL, “there’s prospects potentially more so of a V-shaped recovery,” @DeutscheBank Research Analyst Jeri…",1
The secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar . '',0
The veneer and plywood industry in Sweden is quite small despite the raw material resources .,0
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",0
EBIT margin was up from 1.4 % to 5.1 % .,1
IMM lol AAP-tlye presentation - get creative guys,-1
"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",0
ebay paypal revenue is increasing by providing credit. You want to hold a credit provider or a payment processor?,-1
"Sensex, Nifty End Volatile Session On A Flat Note
https://t.co/bCXcTD72dd",-1
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",1
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",0
"Zacks: Brokerages Expect ADTRAN, Inc. $ADTN Will Post Quarterly Sales of $111.05 Million https://t.co/R07JMQmu0k #stocks",0
TAB has just broke a Falling Wedge Pattern. Short-term sentiment has turn bullish.   ,1
Most of the layoffs will be in Finland .,-1
The companies signed the letter of intent for the sale on 17 September 2010 and envisaged to seal the actual agreement on 1 January 2011 .,0
notable S this morning user: INVN ikely in new iphone 5s  ,1
ADBE Expecting a correction anytime now  ,-1
#KOTAKBANK drifting 1299. Reco at 1334 #Bse #Nse #nifty #banknifty #hedgefunds #fundmanagers #stocks #equity #trading #Traders #stockstowatch  #StockMarketindia #MarketScreener #Charts #technicalanalysis #elliottwaves  #OptionsTrading #markets #ETFs #ETF #index #algotrading https://t.co/Fv05QTLsbL,0
Read alot of people shorting $GOOG into earnings wonder if they have the grapes to explain themselves.,-1
"Booz Allen Hamilton: A Market Leader But Overvalued https://t.co/Ah8KKs9a5l via @dividendpower1 
$BAH #dividends #stocks #retirement #invest #personalfinance #defense",1
"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",1
Our signals called BBY and highlighted OCZ this week (up 24% today) - and next I think A is going to fly.  et's see!,1
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",0
It is the first application in the market for invoice and purchase requisition approval with a mobile device .,0
CEN is setting up near 52-week highs  ,1
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",-1
Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .,1
"RT @sbwcws: Apple price target raised to $444 from $310 at Canaccord
$AAPL",1
MTG Cant wait to pull the trigger on that one!!!!,-1
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,0
"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",1
Analyzing Viper Energy Partners $VNOM &amp; California Resources $CRC https://t.co/bEAIaylXkb #stocks,0
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",0
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,0
"RT @JAXCapital: so China has been THE driver of global growth the last decade

now that it seems everyone wants to blame china for covid -…",-1
user: Commented on: Zynga: eady For eal-Money Games And Improving On The Cost Side  ZNGA // #TENDEVESA,1
"MNX  Bullish pattern, confirming: (break out mode) Also like here:  NAN SCA GDOT VMW PAY  ",1
New Blog Post - 'Momentum Monday - AAP dip buyers missing the market mojo...  ,1
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",0
The group 's net sales in 2007 were EUR683 .6 m.,0
The financial details of the transaction were not disclosed .,0
"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority .",1
user BAC For a quick Trade to late..But for investing ~11.98 is a good entry point IMHO,1
"RT @SheepKnowMore: An $FB post after watching #Covid911 - INSURGENCY. 
#GreatAwakening https://t.co/7PxeWwIByW",0
Watch NX under 24.70,-1
"Si VFC cae bajo 145,53 , entrar cortos. Stop loss en 146,55 .",-1
RT @leadlagreport: Several large corporations are stopping advertising on Facebook either till July or for the whole of this year. If these…,-1
JCp still cracking.,-1
"SWY - long late night checkout line was funny last night - all men with last minute Valentines flowers, cards & candy  - did you get yours?",1
"RT @FreeShyloNow: GM #Shylobots 🤖 🌄☕

3202🎯 LIS🔺 #ES_F $SPX $SPY

☝3202🎯📈😈

3209🎯 3220🎯 3229🎯 3232🎯

👎 3202🎯📉🐻

3194🎯 3189🎯 3182🎯 3177🎯

31…",0
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",0
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",0
It's fair to say trendfollowers who where short PX at the close yesterday will be having a very uncomfortable day today.,1
https://t.co/gyCmwHFgux $FB release.,0
No changes in media activity were seen in October compared with September .,0
user: user  'old technology' are more expensive .Market not for AAP ~THINK more nano/phone/watch dick tracy not rolex,1
The goal is significant expansion in Finland and in the northern Baltic region .,0
OY worth eyeing - keeping on your watch list  ,1
ASTX Daily technical indicators are bullish. Breakout watch over 4.58   ,1
Valentine & Winthorpe are gonna pick up some DVAX starting tomorrow,1
RT @itsdlevy: Disney wants to open @WaltDisneyWorld as COVID-19 infections in FL soar. They refuse to include testing in the safety plan fo…,-1
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,-1
"In terms of power generation , Fortum produced 39.3 TWh of electricity during the first nine months of 2006 , compared with 38.0 TWh during the same period in 2005 , according to figures released in the group 's latest financial results .",0
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,1
New Novator products are supposed to be exported .,0
RT @NorthmanTrader: Since @JeffBezos &amp; $AMZN are making a killing due to their entire retail competition being forced to shut down perhaps…,-1
OSG BIO MTS DYNT WYY all off watchlist DOV next to 5 this baby is in its prime.,1
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",0
AMZN has a pretty strong intraday support at 269.5. I'm still in until that support breaks.,1
et's do this BVSN,-1
RT @SheepKnowMore: Fake outrage. $FB is an invaluable Deep State election-interference tool. Tantrums like this by their #FakeNews media al…,-1
"â€˜Recession blue-chipsâ€™ led the way in another turbulent week in markets, with Regeneron Pharmaceuticals, Gilead Sciâ€¦ https://t.co/tmLGIg70nr",-1
"Tight consolidation above 9EMA is quite bullish, so I'm stalking SII for a potential long entry  ",1
An Apple spokeswoman said the company declined to comment .,0
ANAD on 2.14 aunch Pad.,1
Market Wrap Video + Additions to Watch ist  including: AO GMC IMC IQNT JEC SOX,1
The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,1
GMX just like magic.,-1
"JCP 1x2 ratio spread goes off in May. Buying 30,000 16P for 1.57 and selling 60,000 12P for .45 against lower OI. Opening position",-1
Health insurance stocks should hold up fairly well during the Covid-19 crisis. Other parts of the health system wonâ€¦ https://t.co/GqkLCYg3Ai,-1
"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",1
"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",0
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",-1
AAP GOOG IMO stock splits has wealth effect ExBuy100 shares WMT in1970 worth 14+Million receiving 300k+yearly SDIV Ex KO GIS MCD Etc,1
A reminder that HIBB reports on Friday.  See DKS today.,-1
user I thought FIO is pure FB play (flash) what do u know that analyst don't FB maybe losing the youth but the kiddies OVE Instagram,1
iking the user email I just got about DECK very useful cc user,1
"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",0
"OAS wants to climb, this dip is a gift",1
HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,1
MTG may not be done,1
"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",0
Watch 19.50 for EXP ahead of an expected earnings beat next week  ,1
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",1
"OECD Says Leading Indicators Flag Biggest Monthly Drop On Record
https://t.co/kmZKV9e0ry",-1
NSPH Our software initiated a purchase at 2.03/share.  We are looking for a quick 7-8% #swingtrade on this #stock.  ,1
"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",1
"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .",0
The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,1
The impact on TietoEnator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln .,0
- Profit before taxes was EUR 105.9 82.7 million .,0
Okmetic revised its 2010 financial outlook based on its order book .,0
BAC wait for it to setup again. ooks like it will retest 10.66 for sure.,-1
Mortgage relief from the coronavirus crisis is off to a rocky start https://t.co/X7ls1xAE0l,1
VIX in single digits and SPX at new ATH is coming. Hopefully AAP will cut the ribbon for SPX at new ATH. ong time coming.,1
"Aequitas Research - Genetron (泛生子) Pre-IPO - Expertise to be proven outside brain tumor: Genetron, a China-based precision oncology company, plans to raise up to USD 100 million to list in the US. Genetron was founded by Dr Yan, a… https://t.co/xAPmwS46jX #equity #stocks",-1
British American Tobacco is an awkward fit among the pharmaceutical and biotech firms seeking a new coronavirus vacâ€¦ https://t.co/JVwnfFRJeu,1
FIO huge Mar calls Volume  ONG,1
DNDN Daily broke support last week at 5.1 and the trend is down. Momentum indicators are oversold  ,-1
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",1
HPQ very nice close imo!,1
Heard on the Street: Johnson &amp; Johnson announced a dividend increase Tuesdayâ€”a bold statement in this economic enviâ€¦ https://t.co/x29S85yW4l,1
solid day of trading. Mrkt may be flat SPY DIA but there was still lots of profit to be made and was. Nothing not on watchlist NFX DVA,1
"RT @lizrhoffman: Goldman's profit down 46% on a wave of expected loan defaults, though its old Wall Street businesses held up well. https:/â€¦",-1
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",0
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",-1
user: AAP Covered 1/2 +7.27 (434.97 - 427.70). ? good in and out you might get to re buy in 30 minutes,1
BAC 11.85 in sight... ;-),1
"ed Weekly Triangle on FNFG,......Scaling p  ",1
"According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser .",0
"user: AX looks good for higher prices, gapped above base and held, updated 30 min view:  ",1
BAC Here we come 12.25....,1
BAC Short Again Seem Weak a bit,-1
I bought some JCP. I love knife catching,1
"Thanksto improvements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",1
"user jmixer INO since Jan 7 it is a green weekly that is why I closed my long at 0.67, my broker doesn't has share to borrow me,....",-1
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",0
"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",0
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,-1
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,0
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",0
"eal estate on fire this morning wit GY and Z, Z only up 4 since the open #NewMomoStocks",1
Added DT on break of 41.31,1
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,-1
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",0
NKD looking like a good short. Failed to break price level resistance at 116 today.,-1
HF - looks like icahn will be losing 100 times of his schmuck insurance that he waged war with ackman or his total NFX profit so far,-1
Watchlist for today TTNP SNTA IMM FM OEX DCTH,1
"adio spot w/ user today.  Talking IWM leadership, why new highs on SPY are likely, and of course, AAP.  ",1
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",1
  FDX double toppoing  BEAISH MONTHY GATEY pattern....time to exit ..,-1
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,0
"Coronavirus Crisis: State-Run Banks Allow Borrowers 3-Month Delay In EMIs
https://t.co/0FQ1oEOp0y",-1
EBAY breaking lower since sharing with those on Webinar last week. Hold on to your winners  ,-1
SANW btw I am not a buyer here. I already own a lot. I will add on pullback. I think there is a point in the future where this rockets,1
FAN just keeps on giving,-1
